user,time_stamp,adgroup_id,pid,nonclk,clk
841193,1494678961,373,430539_1007,1,0
842542,1494064696,381,430548_1007,1,0
608937,1494667173,381,430548_1007,1,0
7828,1494508696,381,430548_1007,1,0
7828,1494378884,381,430548_1007,1,0
315665,1494467464,381,430539_1007,1,0
146105,1494317269,381,430548_1007,1,0
728493,1494497204,381,430548_1007,1,0
679136,1494504940,381,430548_1007,1,0
593424,1494687608,381,430548_1007,1,0
962548,1494250241,382,430548_1007,1,0
966008,1494567982,382,430548_1007,1,0
445135,1494081979,382,430548_1007,1,0
966008,1494565824,382,430548_1007,1,0
905018,1494500947,382,430539_1007,1,0
759486,1494496547,382,430548_1007,1,0
323081,1494312602,382,430548_1007,1,0
1056314,1494506386,382,430548_1007,1,0
107232,1494251676,382,430548_1007,1,0
807505,1494513521,382,430548_1007,1,0
721707,1494077010,382,430548_1007,1,0
679451,1494591331,382,430548_1007,1,0
807505,1494303285,382,430548_1007,1,0
679451,1494047280,382,430548_1007,1,0
996105,1494240627,382,430548_1007,1,0
333828,1494341564,382,430548_1007,1,0
333828,1494508114,382,430548_1007,1,0
333828,1494255387,382,430548_1007,1,0
621829,1494341611,382,430548_1007,1,0
512069,1494470460,382,430539_1007,1,0
743425,1494049063,382,430548_1007,1,0
838508,1494234935,382,430548_1007,1,0
713663,1494250077,382,430548_1007,1,0
662354,1494474018,382,430548_1007,1,0
843410,1494677683,382,430548_1007,1,0
619696,1494282004,383,430548_1007,1,0
192611,1494568015,383,430548_1007,1,0
597353,1494213952,383,430548_1007,1,0
392971,1494282448,383,430548_1007,1,0
742095,1494597854,386,430539_1007,1,0
671003,1494487128,386,430539_1007,1,0
267654,1494573890,388,430548_1007,1,0
1042501,1494575614,388,430539_1007,1,0
290419,1494571506,388,430548_1007,1,0
60164,1494568224,388,430548_1007,1,0
67184,1494451537,388,430548_1007,1,0
422971,1494488096,388,430548_1007,1,0
1053646,1494486870,388,430548_1007,1,0
157775,1494480179,388,430548_1007,1,0
539978,1494467147,388,430548_1007,1,0
458568,1494473020,388,430539_1007,1,0
781758,1494558423,388,430548_1007,1,0
270007,1494481198,388,430548_1007,1,0
675504,1494565164,388,430548_1007,1,0
689946,1494437302,388,430539_1007,1,0
233708,1494533028,388,430548_1007,1,0
436921,1494490368,388,430539_1007,1,0
696789,1494477921,388,430548_1007,1,0
836691,1494481613,388,430548_1007,1,0
1085382,1494656921,388,430539_1007,1,0
1085382,1494651736,388,430539_1007,1,0
795240,1494575484,388,430539_1007,1,0
574055,1494482818,388,430548_1007,1,0
1041916,1494522959,388,430548_1007,1,0
1045551,1494476518,388,430539_1007,1,0
928148,1494433046,388,430539_1007,1,0
574055,1494476220,388,430548_1007,1,0
539722,1494576806,388,430548_1007,1,0
448381,1494565120,389,430548_1007,1,0
795535,1494651694,389,430548_1007,1,0
863455,1494569161,389,430539_1007,1,0
863455,1494053709,389,430539_1007,1,0
271111,1494333574,389,430548_1007,1,0
562454,1494339982,389,430548_1007,1,0
258950,1494130685,389,430548_1007,0,1
258950,1494582781,389,430548_1007,1,0
725093,1494113234,391,430548_1007,1,0
635256,1494119370,391,430548_1007,1,0
380361,1494641744,391,430539_1007,1,0
224070,1494290091,391,430539_1007,1,0
964186,1494116305,391,430539_1007,1,0
1093218,1494369307,391,430539_1007,1,0
194541,1494110780,391,430548_1007,1,0
900646,1494546966,394,430539_1007,1,0
379148,1494248999,397,430548_1007,1,0
1080498,1494422516,398,430548_1007,1,0
78021,1494165662,400,430548_1007,1,0
784445,1494427096,402,430548_1007,1,0
129035,1494602065,402,430548_1007,1,0
755565,1494086271,402,430539_1007,1,0
530398,1494683889,402,430539_1007,1,0
473058,1494602674,402,430548_1007,1,0
214376,1494612026,403,430539_1007,0,1
130432,1494245232,404,430548_1007,1,0
67773,1494139732,408,430548_1007,1,0
476393,1494653424,408,430548_1007,1,0
656596,1494254369,408,430548_1007,1,0
656596,1494079665,408,430548_1007,1,0
920642,1494491090,408,430548_1007,1,0
920642,1494327421,408,430548_1007,1,0
949832,1494068708,408,430548_1007,1,0
651485,1494491487,410,430539_1007,1,0
651485,1494431114,413,430539_1007,1,0
651485,1494517984,413,430539_1007,1,0
912529,1494689312,417,430548_1007,1,0
618405,1494676401,421,430548_1007,1,0
891914,1494651747,421,430548_1007,1,0
632770,1494591170,423,430548_1007,1,0
1047776,1494242138,423,430548_1007,1,0
632770,1494502078,423,430548_1007,1,0
191284,1494252073,423,430548_1007,1,0
173164,1494654153,428,430548_1007,0,1
1048080,1494634621,428,430548_1007,1,0
669737,1494660150,430,430548_1007,1,0
1121369,1494052622,430,430548_1007,1,0
969917,1494058169,430,430548_1007,1,0
1121369,1494481131,430,430548_1007,1,0
76011,1494131534,430,430548_1007,1,0
581682,1494657291,430,430548_1007,1,0
847626,1494163343,430,430548_1007,1,0
564319,1494140642,430,430548_1007,1,0
43708,1494596730,437,430548_1007,1,0
733967,1494047981,438,430539_1007,1,0
68902,1494374599,446,430539_1007,0,1
494254,1494310384,446,430548_1007,1,0
301415,1494523858,446,430548_1007,1,0
387433,1494028257,446,430539_1007,1,0
390494,1494130733,447,430548_1007,0,1
85701,1494496559,448,430548_1007,1,0
277494,1494335910,448,430539_1007,1,0
373154,1494604871,448,430539_1007,1,0
325007,1494156941,448,430539_1007,1,0
554854,1494393380,457,430539_1007,1,0
1016991,1494468099,457,430539_1007,1,0
1016991,1494661978,457,430539_1007,0,1
1119300,1494059660,457,430539_1007,0,1
999382,1494397535,457,430539_1007,1,0
876503,1494630512,458,430548_1007,1,0
38547,1494248307,458,430548_1007,1,0
1140422,1494293346,464,430548_1007,1,0
445136,1494378683,464,430548_1007,1,0
616630,1494400375,464,430539_1007,1,0
848344,1494080435,464,430548_1007,1,0
1049551,1494218495,465,430539_1007,1,0
768296,1494026130,465,430548_1007,1,0
592801,1494239677,465,430548_1007,1,0
1079130,1494203908,467,430539_1007,1,0
302924,1494378446,467,430539_1007,1,0
698585,1494382435,467,430539_1007,1,0
727760,1494663844,468,430548_1007,1,0
411156,1494211090,468,430539_1007,1,0
1123532,1494510668,473,430548_1007,1,0
652008,1494574398,473,430548_1007,1,0
674539,1494469281,473,430548_1007,1,0
509812,1494395634,473,430548_1007,1,0
1120926,1494568912,473,430548_1007,1,0
686397,1494686658,473,430548_1007,1,0
349701,1494379561,473,430548_1007,1,0
451040,1494582767,473,430548_1007,1,0
886008,1494639389,478,430548_1007,1,0
637914,1494207948,478,430539_1007,1,0
877704,1494578253,478,430548_1007,1,0
855443,1494544811,478,430539_1007,1,0
1122258,1494636253,480,430539_1007,1,0
603365,1494417071,480,430548_1007,1,0
44223,1494200808,480,430548_1007,1,0
204304,1494651117,480,430548_1007,1,0
1122258,1494401942,480,430539_1007,1,0
377913,1494340353,480,430539_1007,1,0
208997,1494601030,480,430548_1007,1,0
49405,1494509861,480,430548_1007,1,0
1003295,1494236256,480,430548_1007,1,0
1122258,1494250915,480,430539_1007,1,0
11102,1494058743,480,430548_1007,1,0
521568,1494514872,480,430548_1007,1,0
617763,1494028690,480,430548_1007,1,0
1051914,1494168815,480,430548_1007,1,0
606062,1494393672,480,430548_1007,1,0
514804,1494511797,480,430539_1007,1,0
778825,1494253670,480,430548_1007,1,0
563373,1494341115,480,430548_1007,1,0
1122258,1494059194,480,430539_1007,1,0
442609,1494574342,480,430539_1007,1,0
763108,1494611602,480,430548_1007,1,0
49583,1494591633,480,430548_1007,0,1
377913,1494600017,480,430539_1007,1,0
339424,1494167012,480,430548_1007,1,0
763108,1494604174,480,430548_1007,1,0
222026,1494462288,480,430548_1007,0,1
99477,1494168666,480,430539_1007,1,0
906949,1494114903,480,430539_1007,1,0
710288,1494437245,480,430539_1007,1,0
451488,1494130047,480,430548_1007,1,0
1135657,1494495522,480,430539_1007,1,0
660655,1494457966,480,430548_1007,1,0
511991,1494226389,480,430548_1007,1,0
583192,1494431043,480,430548_1007,1,0
426487,1494332489,480,430548_1007,1,0
891595,1494509061,480,430548_1007,1,0
388986,1494514996,480,430548_1007,1,0
331038,1494400859,480,430548_1007,1,0
900342,1494314321,480,430548_1007,1,0
54086,1494521255,480,430548_1007,1,0
969206,1494065048,480,430539_1007,1,0
900342,1494077387,480,430548_1007,1,0
545036,1494598284,480,430548_1007,0,1
900342,1494140739,480,430548_1007,1,0
310937,1494665057,480,430548_1007,1,0
221640,1494507910,480,430548_1007,1,0
974509,1494554718,483,430539_1007,1,0
189072,1494252078,484,430539_1007,1,0
189072,1494164573,484,430539_1007,1,0
608866,1494610628,484,430548_1007,1,0
1055240,1494394057,489,430539_1007,1,0
662403,1494070183,489,430539_1007,1,0
131357,1494204169,489,430548_1007,1,0
38966,1494687493,503,430548_1007,1,0
550586,1494413768,503,430548_1007,1,0
1069293,1494481324,503,430548_1007,1,0
155505,1494246137,503,430548_1007,1,0
117747,1494382918,503,430548_1007,1,0
1109140,1494146943,504,430539_1007,1,0
486643,1494196822,504,430548_1007,1,0
53977,1494597922,504,430548_1007,1,0
74857,1494318152,504,430548_1007,1,0
329644,1494134607,508,430548_1007,1,0
408441,1494334282,513,430548_1007,0,1
284603,1494111734,513,430548_1007,1,0
824610,1494058469,513,430548_1007,1,0
905018,1494089047,516,430539_1007,1,0
879277,1494342172,518,430548_1007,1,0
879277,1494417930,518,430548_1007,1,0
816720,1494603435,518,430548_1007,1,0
792564,1494481924,518,430539_1007,1,0
879277,1494336317,518,430548_1007,1,0
92956,1494554888,520,430548_1007,1,0
378881,1494372419,520,430548_1007,1,0
1015077,1494246110,520,430539_1007,1,0
707753,1494488101,520,430548_1007,1,0
149692,1494674499,520,430548_1007,1,0
320231,1494409836,520,430548_1007,1,0
1043226,1494134320,520,430548_1007,1,0
586370,1494571606,520,430548_1007,1,0
448097,1494633233,520,430548_1007,0,1
92956,1494455945,520,430548_1007,1,0
141499,1494066130,520,430548_1007,1,0
586370,1494160935,520,430548_1007,1,0
586370,1494396810,520,430548_1007,1,0
244327,1494217858,520,430548_1007,1,0
56639,1494224155,520,430548_1007,1,0
644845,1494658430,520,430548_1007,1,0
429675,1494466042,520,430548_1007,1,0
228072,1494149934,520,430548_1007,1,0
1043226,1494500278,520,430548_1007,1,0
253796,1494312983,520,430539_1007,1,0
204279,1494390659,520,430548_1007,1,0
459998,1494616309,520,430548_1007,1,0
295660,1494333853,520,430548_1007,1,0
124544,1494582993,520,430548_1007,1,0
817390,1494295808,520,430539_1007,1,0
817390,1494478048,520,430539_1007,1,0
186987,1494634173,520,430539_1007,1,0
190305,1494464303,520,430548_1007,1,0
858086,1494583648,520,430539_1007,1,0
1101647,1494682924,520,430548_1007,0,1
680815,1494330002,520,430548_1007,1,0
308035,1494587796,520,430548_1007,1,0
190305,1494652761,520,430548_1007,1,0
190305,1494212165,520,430548_1007,1,0
190305,1494394860,520,430548_1007,1,0
190305,1494052011,520,430548_1007,1,0
190305,1494384209,520,430548_1007,1,0
1101647,1494323479,520,430548_1007,0,1
559815,1494218243,520,430548_1007,1,0
1081910,1494163277,520,430548_1007,1,0
562818,1494459697,520,430548_1007,1,0
284965,1494268406,520,430548_1007,1,0
530381,1494315548,520,430548_1007,1,0
322731,1494554304,520,430539_1007,1,0
322731,1494304607,520,430539_1007,1,0
322731,1494399485,520,430539_1007,1,0
559815,1494123257,520,430548_1007,1,0
562818,1494585750,520,430548_1007,1,0
910618,1494299759,520,430548_1007,1,0
581592,1494572715,520,430548_1007,1,0
530381,1494589555,520,430548_1007,1,0
530381,1494115379,520,430548_1007,1,0
989024,1494154078,520,430539_1007,1,0
602460,1494003270,520,430539_1007,1,0
752015,1494336103,520,430548_1007,1,0
562818,1494486709,520,430548_1007,1,0
134939,1494305063,520,430548_1007,1,0
971917,1494403246,520,430548_1007,1,0
134939,1494650608,520,430548_1007,1,0
773668,1494332966,520,430539_1007,1,0
322731,1494110376,520,430539_1007,1,0
562818,1494396075,520,430548_1007,1,0
669556,1494591327,520,430539_1007,1,0
479883,1494589930,520,430548_1007,1,0
239627,1494530161,520,430539_1007,1,0
484182,1494326384,524,430548_1007,1,0
764541,1494496851,524,430548_1007,1,0
997144,1494682832,524,430539_1007,1,0
580300,1494379817,524,430539_1007,1,0
247797,1494553225,524,430548_1007,1,0
338450,1494492561,524,430548_1007,1,0
604905,1494138341,524,430548_1007,1,0
604905,1494467038,524,430548_1007,1,0
765561,1494081809,524,430548_1007,1,0
411838,1494339056,524,430548_1007,1,0
275554,1494684037,524,430548_1007,1,0
1101904,1494559206,524,430539_1007,1,0
255787,1494603545,524,430539_1007,1,0
257701,1494603951,524,430539_1007,1,0
361383,1494338055,524,430548_1007,1,0
1123056,1494322391,524,430539_1007,1,0
1123056,1494077177,524,430539_1007,0,1
513283,1494339494,524,430539_1007,1,0
836551,1494163445,524,430539_1007,1,0
947769,1494584043,524,430539_1007,1,0
836551,1494334707,524,430539_1007,1,0
407327,1494080295,524,430548_1007,1,0
814470,1494551324,524,430539_1007,1,0
174241,1494336545,524,430548_1007,1,0
1119499,1494317298,524,430548_1007,1,0
111945,1494510099,524,430548_1007,0,1
431218,1494551091,524,430539_1007,1,0
1112792,1494505101,524,430539_1007,0,1
213132,1494502526,524,430539_1007,1,0
401598,1494331803,524,430548_1007,1,0
747433,1494680845,524,430539_1007,1,0
754486,1494509488,524,430539_1007,1,0
230537,1494547784,524,430548_1007,1,0
11583,1494637711,524,430548_1007,1,0
947769,1494144356,524,430539_1007,1,0
583561,1494428796,524,430539_1007,1,0
500645,1494067697,524,430548_1007,1,0
1122015,1494508920,524,430548_1007,1,0
318018,1494566379,524,430539_1007,1,0
153406,1494635962,524,430539_1007,1,0
11583,1494648109,524,430548_1007,1,0
543968,1494315400,524,430548_1007,1,0
696101,1494043128,531,430548_1007,1,0
592641,1494081486,532,430548_1007,1,0
854791,1494392384,532,430548_1007,1,0
799581,1494232536,532,430548_1007,1,0
391398,1494487282,532,430539_1007,1,0
586548,1494425110,532,430539_1007,1,0
407100,1494161066,532,430548_1007,1,0
155827,1494141690,532,430548_1007,1,0
961805,1494479456,532,430548_1007,1,0
961805,1494597038,532,430548_1007,1,0
472442,1494250242,532,430548_1007,1,0
300779,1494684188,532,430548_1007,1,0
746568,1494057232,533,430548_1007,0,1
610498,1494424302,535,430539_1007,1,0
707046,1494460979,535,430548_1007,1,0
628869,1494673620,535,430548_1007,1,0
628869,1494560357,535,430548_1007,1,0
563600,1494391218,538,430548_1007,1,0
136791,1494565272,538,430539_1007,1,0
876239,1494561005,538,430548_1007,1,0
1052394,1494557373,538,430548_1007,1,0
862710,1494640485,538,430548_1007,1,0
596684,1494564657,538,430539_1007,1,0
981360,1494564584,538,430548_1007,1,0
108076,1494489137,538,430548_1007,1,0
739350,1494644680,538,430548_1007,1,0
589979,1494144319,538,430539_1007,1,0
151841,1494300381,538,430539_1007,1,0
1052394,1494643490,538,430548_1007,1,0
120767,1494219076,538,430548_1007,1,0
348277,1494559955,538,430548_1007,1,0
154849,1494641447,538,430548_1007,1,0
587545,1494491884,538,430539_1007,0,1
921962,1494554942,538,430548_1007,1,0
566207,1494641711,538,430548_1007,1,0
1100831,1494053402,538,430548_1007,1,0
580178,1494213029,538,430548_1007,1,0
467847,1494492732,538,430548_1007,1,0
975726,1494641323,538,430548_1007,1,0
1005895,1494219898,538,430548_1007,1,0
379030,1494556713,538,430548_1007,1,0
87471,1494305946,538,430548_1007,1,0
245885,1494637286,538,430548_1007,1,0
12221,1494644393,538,430548_1007,1,0
310389,1494637559,538,430548_1007,1,0
234634,1494637981,538,430548_1007,1,0
379030,1494491003,538,430548_1007,1,0
59647,1494219486,538,430548_1007,1,0
122063,1494394367,538,430548_1007,1,0
253002,1494303445,538,430539_1007,1,0
70393,1494558779,538,430548_1007,1,0
304685,1494641115,538,430548_1007,0,1
500543,1494644154,538,430548_1007,1,0
767491,1494566218,538,430548_1007,1,0
232074,1494394273,538,430548_1007,1,0
1093667,1494293004,538,430548_1007,1,0
113449,1494126182,538,430548_1007,1,0
572803,1494299900,538,430548_1007,1,0
544188,1494392463,538,430548_1007,1,0
818428,1494639474,538,430548_1007,1,0
706925,1494121445,538,430548_1007,1,0
453776,1494638134,538,430548_1007,1,0
124191,1494383717,538,430548_1007,0,1
480883,1494129865,538,430548_1007,1,0
696467,1494125571,538,430539_1007,1,0
305836,1494206746,538,430548_1007,1,0
17126,1494640860,538,430548_1007,1,0
586712,1494641014,538,430548_1007,1,0
1118140,1494391707,538,430548_1007,1,0
1054009,1494645685,538,430548_1007,1,0
143459,1494037861,538,430548_1007,1,0
662176,1494388631,538,430548_1007,1,0
986643,1494126138,538,430548_1007,1,0
396211,1494644666,538,430548_1007,1,0
1118140,1494643612,538,430548_1007,1,0
260016,1494639990,538,430548_1007,1,0
19890,1494559605,538,430548_1007,1,0
981880,1494561035,538,430548_1007,1,0
1130170,1494039349,538,430548_1007,1,0
63389,1494054919,538,430539_1007,0,1
1053997,1494380403,538,430548_1007,1,0
944251,1494469276,538,430548_1007,1,0
1084206,1494639946,538,430548_1007,1,0
124556,1494465673,538,430548_1007,1,0
527568,1494639091,538,430548_1007,1,0
1004,1494561844,538,430548_1007,1,0
292738,1494303591,538,430548_1007,1,0
1040002,1494393733,538,430548_1007,1,0
695225,1494389859,538,430548_1007,1,0
138088,1494388937,538,430539_1007,1,0
1072511,1494119433,538,430548_1007,1,0
518692,1494565791,538,430548_1007,1,0
951473,1494294729,538,430548_1007,1,0
627860,1494568796,538,430548_1007,1,0
915324,1494303148,538,430539_1007,1,0
260654,1494492992,538,430548_1007,1,0
651289,1494681498,539,430548_1007,0,1
736464,1494342648,541,430548_1007,1,0
29459,1494142030,541,430539_1007,1,0
1120413,1494216974,541,430548_1007,1,0
793983,1494381803,541,430548_1007,1,0
867226,1494334736,541,430548_1007,1,0
1040256,1494516695,541,430548_1007,1,0
672925,1494467074,541,430548_1007,1,0
1071830,1494334781,541,430548_1007,1,0
121728,1494295563,541,430548_1007,1,0
432947,1494397624,541,430548_1007,1,0
1044876,1494598228,546,430539_1007,1,0
186626,1494100472,548,430548_1007,1,0
573037,1494447541,548,430539_1007,1,0
482968,1494456843,548,430548_1007,1,0
439866,1494436963,548,430548_1007,1,0
164548,1494182290,548,430539_1007,1,0
288770,1494434664,548,430548_1007,1,0
972052,1494192744,548,430548_1007,1,0
680066,1494198404,548,430539_1007,1,0
1118272,1494439776,548,430548_1007,1,0
571760,1494319866,549,430548_1007,1,0
185808,1494386747,549,430548_1007,1,0
185808,1494245480,549,430548_1007,1,0
442770,1494162025,550,430548_1007,1,0
1115653,1494671425,553,430548_1007,0,1
1115653,1494453315,553,430548_1007,1,0
1115653,1494491612,553,430548_1007,1,0
507985,1494042018,560,430539_1007,1,0
404847,1494690198,563,430548_1007,1,0
367554,1494604532,565,430548_1007,1,0
246132,1494600673,565,430539_1007,1,0
682790,1494637257,565,430539_1007,1,0
335128,1494111953,565,430539_1007,1,0
235870,1494604841,565,430548_1007,1,0
465093,1494671135,565,430539_1007,1,0
1040929,1494637386,565,430539_1007,1,0
513254,1494646957,565,430548_1007,1,0
726927,1494581739,565,430539_1007,1,0
1046488,1494682535,565,430539_1007,1,0
553322,1494596544,565,430548_1007,1,0
613202,1494596755,565,430548_1007,1,0
875591,1494616276,565,430539_1007,1,0
912797,1494582892,565,430539_1007,1,0
175414,1494666570,565,430548_1007,1,0
401568,1494664760,565,430548_1007,1,0
361326,1494658279,565,430548_1007,1,0
727951,1494663108,565,430548_1007,1,0
258813,1494630366,565,430539_1007,1,0
481840,1494681881,565,430539_1007,0,1
696835,1494686466,565,430548_1007,1,0
657016,1494687360,565,430548_1007,1,0
1134880,1494384466,571,430548_1007,1,0
421986,1494384028,571,430548_1007,1,0
332634,1494285142,572,430539_1007,1,0
329051,1494386318,572,430539_1007,1,0
1135754,1494063022,573,430548_1007,1,0
338525,1494030398,573,430548_1007,1,0
207319,1494555308,573,430548_1007,1,0
207319,1494204313,573,430548_1007,1,0
1089096,1494376679,573,430548_1007,1,0
1130488,1494294500,573,430539_1007,1,0
1006599,1494486239,573,430548_1007,1,0
559475,1494555848,573,430548_1007,1,0
829110,1494227417,573,430548_1007,1,0
468366,1494203578,573,430548_1007,1,0
871462,1494397924,573,430548_1007,1,0
198875,1494577954,573,430548_1007,1,0
871462,1494058543,573,430548_1007,1,0
837790,1494409195,573,430548_1007,1,0
327473,1494027779,573,430548_1007,1,0
1040637,1494386947,573,430548_1007,1,0
969523,1494209606,573,430548_1007,1,0
950116,1494577489,573,430548_1007,1,0
778105,1494645377,573,430548_1007,1,0
781921,1494324257,573,430548_1007,1,0
439330,1494230109,573,430548_1007,1,0
55799,1494405689,573,430548_1007,1,0
884927,1494310156,573,430548_1007,1,0
896132,1494472932,573,430548_1007,1,0
729251,1494215338,573,430539_1007,1,0
1043280,1494032584,573,430548_1007,1,0
580291,1494295703,573,430548_1007,1,0
677903,1494658751,573,430539_1007,1,0
364350,1494411679,573,430539_1007,1,0
364050,1494641731,573,430539_1007,1,0
1098594,1494236929,573,430548_1007,1,0
457645,1494636726,573,430548_1007,1,0
643957,1494318230,573,430548_1007,1,0
6209,1494225482,573,430539_1007,1,0
549815,1494399528,573,430548_1007,1,0
472434,1494398295,573,430548_1007,1,0
233060,1494308162,573,430548_1007,1,0
264121,1494231693,573,430539_1007,1,0
1067626,1494222958,573,430539_1007,1,0
734913,1494385167,573,430548_1007,1,0
1071827,1494321809,573,430548_1007,1,0
866205,1494499555,573,430548_1007,1,0
887894,1494584746,573,430548_1007,1,0
440015,1494399422,573,430548_1007,1,0
1071827,1494561366,573,430548_1007,1,0
819320,1494066786,573,430548_1007,1,0
440015,1494200104,573,430548_1007,1,0
698733,1494378328,573,430548_1007,1,0
137093,1494315972,573,430548_1007,1,0
748207,1494204985,573,430548_1007,1,0
795246,1494384637,573,430548_1007,1,0
48267,1494496237,573,430548_1007,1,0
838508,1494234935,573,430548_1007,1,0
86299,1494484261,573,430539_1007,1,0
540755,1494326053,573,430548_1007,1,0
931577,1494672513,573,430548_1007,1,0
904077,1494586369,577,430548_1007,1,0
877996,1494322191,582,430539_1007,1,0
686186,1494424243,584,430548_1007,1,0
939148,1494506891,584,430539_1007,1,0
86995,1494501283,584,430539_1007,1,0
237314,1494603256,584,430539_1007,1,0
526069,1494070450,591,430548_1007,0,1
1017302,1494376841,591,430548_1007,1,0
519965,1494375834,592,430548_1007,1,0
52988,1494382084,592,430539_1007,1,0
1108765,1494302936,592,430548_1007,1,0
670768,1494139617,592,430548_1007,1,0
700578,1494645231,592,430548_1007,0,1
327972,1494048226,592,430548_1007,1,0
913541,1494042744,592,430548_1007,1,0
457721,1494229532,592,430548_1007,0,1
1115113,1494635867,592,430548_1007,1,0
910460,1494146224,592,430548_1007,1,0
1115788,1494304458,592,430539_1007,1,0
1115788,1494643980,592,430539_1007,1,0
972867,1494225354,592,430548_1007,1,0
713083,1494144806,592,430548_1007,1,0
1052614,1494393189,592,430548_1007,1,0
95169,1494044495,592,430539_1007,1,0
176758,1494660888,592,430548_1007,0,1
543353,1494116990,592,430539_1007,1,0
644570,1494297525,592,430539_1007,1,0
98627,1494223499,592,430548_1007,0,1
998769,1494310721,592,430539_1007,1,0
60066,1494305313,592,430548_1007,1,0
813327,1494213585,592,430548_1007,1,0
172043,1494042158,592,430539_1007,1,0
91699,1494652950,592,430548_1007,1,0
378140,1494059096,592,430539_1007,1,0
1019998,1494052077,592,430548_1007,1,0
98430,1494641805,592,430548_1007,1,0
171404,1494554160,592,430548_1007,1,0
394915,1494058338,592,430539_1007,1,0
246129,1494481309,592,430548_1007,1,0
843163,1494128752,592,430548_1007,1,0
1115788,1494049127,592,430539_1007,0,1
1104107,1494398569,592,430548_1007,1,0
841981,1494650686,592,430548_1007,1,0
510525,1494548409,592,430548_1007,1,0
92788,1494463881,592,430539_1007,1,0
1046223,1494227549,592,430539_1007,1,0
715059,1494124574,592,430539_1007,1,0
644570,1494646248,592,430539_1007,1,0
129927,1494476622,592,430548_1007,1,0
934455,1494473615,592,430548_1007,1,0
762326,1494050663,592,430548_1007,1,0
446440,1494297001,592,430548_1007,1,0
993236,1494640759,592,430548_1007,1,0
720710,1494037674,592,430539_1007,1,0
1040559,1494555052,592,430539_1007,1,0
968379,1494656086,592,430548_1007,1,0
698893,1494144521,592,430548_1007,1,0
615236,1494315375,592,430548_1007,1,0
168536,1494295620,592,430548_1007,1,0
388617,1494556916,592,430548_1007,1,0
1040559,1494379890,592,430539_1007,1,0
774119,1494478953,592,430539_1007,1,0
1040559,1494048862,592,430539_1007,0,1
581524,1494315064,592,430539_1007,1,0
166582,1494038688,592,430539_1007,1,0
638223,1494468841,592,430548_1007,1,0
553525,1494475119,592,430548_1007,1,0
301001,1494128142,592,430539_1007,1,0
118969,1494046469,592,430548_1007,1,0
72386,1494549833,592,430548_1007,1,0
757554,1494384046,592,430548_1007,0,1
797327,1494656172,592,430539_1007,1,0
459998,1494299256,592,430548_1007,1,0
642885,1494635137,592,430548_1007,1,0
385938,1494397469,592,430539_1007,1,0
922161,1494136303,592,430539_1007,1,0
735796,1494143209,592,430548_1007,1,0
684684,1494291105,592,430548_1007,1,0
683720,1494217829,592,430548_1007,1,0
569392,1494393059,592,430548_1007,0,1
463363,1494654119,592,430548_1007,1,0
445831,1494142366,592,430548_1007,1,0
834251,1494461479,592,430548_1007,1,0
680938,1494128140,592,430539_1007,1,0
445831,1494465225,592,430548_1007,1,0
755221,1494294179,592,430548_1007,1,0
467981,1494137537,592,430539_1007,1,0
374771,1494057843,592,430548_1007,0,1
986350,1494313447,601,430548_1007,1,0
1080262,1494599191,601,430539_1007,1,0
775170,1494034383,603,430539_1007,1,0
888038,1494325348,610,430548_1007,1,0
816802,1494081653,610,430548_1007,1,0
960871,1494588284,610,430548_1007,1,0
307911,1494080316,610,430548_1007,1,0
745233,1494423475,611,430548_1007,1,0
825283,1494166069,615,430539_1007,1,0
393281,1494574597,615,430548_1007,1,0
89567,1494682503,615,430548_1007,1,0
1074049,1494367022,615,430539_1007,1,0
323648,1494631154,615,430548_1007,1,0
1049988,1494085751,615,430548_1007,1,0
37691,1494249299,615,430548_1007,1,0
419605,1494664141,615,430539_1007,1,0
128946,1494374887,616,430539_1007,1,0
517307,1494662186,616,430548_1007,1,0
1122611,1494557616,616,430539_1007,1,0
67195,1494318301,616,430548_1007,1,0
523044,1494066968,616,430548_1007,1,0
551267,1494662813,616,430539_1007,1,0
1102932,1494147346,616,430548_1007,1,0
909639,1494592717,616,430548_1007,1,0
153513,1494142952,616,430539_1007,1,0
936377,1494216704,616,430548_1007,1,0
523281,1494139078,616,430548_1007,1,0
89424,1494312721,616,430548_1007,1,0
443447,1494041270,616,430539_1007,1,0
1038448,1494656331,616,430548_1007,1,0
960114,1494660877,616,430548_1007,1,0
547929,1494317428,616,430548_1007,1,0
156543,1494153749,616,430548_1007,1,0
831321,1494125585,616,430548_1007,1,0
497115,1494592193,616,430548_1007,1,0
1030765,1494374569,616,430548_1007,1,0
265141,1494220573,616,430548_1007,1,0
370533,1494652924,616,430548_1007,1,0
326033,1494374683,616,430548_1007,1,0
475729,1494039581,616,430539_1007,1,0
716944,1494598402,616,430539_1007,1,0
1071548,1494140625,616,430548_1007,0,1
3504,1494221718,616,430548_1007,1,0
347791,1494501524,616,430539_1007,1,0
623663,1494577034,616,430539_1007,0,1
623663,1494579027,616,430539_1007,1,0
970547,1494137863,616,430539_1007,1,0
1071548,1494596993,616,430548_1007,0,1
896708,1494385883,616,430548_1007,1,0
757366,1494138150,616,430548_1007,1,0
1112680,1494396286,616,430539_1007,1,0
742751,1494471448,616,430548_1007,1,0
919623,1494654615,616,430548_1007,1,0
931593,1494062067,616,430548_1007,1,0
958840,1494220628,616,430548_1007,1,0
