userid,cms_segid,cms_group_id,final_gender_code,age_level,pvalue_level,shopping_level,occupation,new_user_class_level 
835963,8,2,2,2,1.0,3,0,3.0
838826,90,11,1,5,2.0,3,0,1.0
839177,57,8,1,2,2.0,3,0,4.0
840886,42,5,2,5,1.0,3,0,3.0
842004,8,2,2,2,2.0,3,0,4.0
842929,12,3,2,3,1.0,2,0,3.0
843566,35,4,2,4,3.0,3,0,2.0
843787,31,4,2,4,1.0,3,0,3.0
844312,65,9,1,3,1.0,3,0,4.0
845385,7,2,2,2,2.0,3,0,2.0
846430,45,5,2,5,3.0,3,0,3.0
847010,32,4,2,4,2.0,3,0,1.0
847243,17,3,2,3,1.0,3,0,3.0
847364,44,5,2,5,2.0,3,0,2.0
847558,57,8,1,2,2.0,3,0,3.0
847573,96,12,1,6,2.0,3,0,2.0
849361,7,2,2,2,2.0,3,0,2.0
849499,80,10,1,4,2.0,3,0,2.0
850234,7,2,2,2,3.0,3,0,2.0
851149,2,1,2,1,1.0,3,0,3.0
853639,34,4,2,4,2.0,3,0,3.0
854230,2,1,2,1,1.0,3,0,4.0
857297,35,4,2,4,3.0,3,0,2.0
857498,7,2,2,2,2.0,3,0,2.0
859076,49,6,2,6,2.0,3,0,3.0
859263,16,3,2,3,1.0,3,0,2.0
859838,5,2,2,2,1.0,3,1,2.0
859851,33,4,2,4,2.0,3,0,2.0
860486,93,11,1,5,3.0,3,0,2.0
861013,5,2,2,2,2.0,3,1,2.0
862226,92,11,1,5,2.0,3,0,4.0
863065,7,2,2,2,2.0,3,0,1.0
865465,2,1,2,1,1.0,3,0,4.0
865897,6,2,2,2,1.0,1,0,4.0
867882,35,4,2,4,2.0,3,0,2.0
868675,35,4,2,4,3.0,3,0,1.0
868850,66,9,1,3,2.0,3,0,1.0
870940,89,11,1,5,1.0,3,0,3.0
871996,93,11,1,5,3.0,3,0,2.0
872102,64,9,1,3,1.0,3,1,1.0
872384,66,9,1,3,2.0,3,0,2.0
873623,46,5,2,5,3.0,3,0,1.0
873841,19,3,2,3,2.0,3,0,2.0
873941,68,9,1,3,3.0,3,0,2.0
874108,80,10,1,4,2.0,3,0,2.0
875920,33,4,2,4,2.0,3,0,2.0
876208,56,8,1,2,2.0,3,0,2.0
876209,67,9,1,3,2.0,3,0,3.0
876695,33,4,2,4,2.0,3,0,2.0
877329,30,4,2,4,1.0,3,0,2.0
877504,19,3,2,3,2.0,3,0,2.0
877516,20,3,2,3,2.0,3,0,4.0
881488,66,9,1,3,2.0,3,0,2.0
884162,18,3,2,3,2.0,3,0,1.0
884975,16,3,2,3,1.0,3,0,2.0
885329,17,3,2,3,1.0,3,0,4.0
887618,81,10,1,4,2.0,3,0,4.0
888241,66,9,1,3,2.0,3,0,2.0
889777,16,3,2,3,1.0,3,0,2.0
889957,33,4,2,4,1.0,3,0,2.0
891986,80,10,1,4,2.0,3,0,2.0
893423,56,8,1,2,3.0,3,0,1.0
894541,33,4,2,4,2.0,3,0,2.0
894598,2,1,2,1,1.0,3,0,3.0
895116,2,1,2,1,1.0,3,0,2.0
895555,49,6,2,6,2.0,3,0,2.0
900871,11,3,2,3,2.0,2,0,2.0
902778,35,4,2,4,2.0,3,0,2.0
902807,34,4,2,4,2.0,3,0,3.0
903605,7,2,2,2,2.0,3,0,1.0
909196,43,5,2,5,2.0,3,0,1.0
909273,33,4,2,4,2.0,3,0,2.0
909836,5,2,2,2,1.0,3,1,2.0
910751,8,2,2,2,1.0,3,0,4.0
911442,35,4,2,4,3.0,3,0,2.0
911731,20,3,2,3,2.0,3,0,3.0
912192,16,3,2,3,1.0,3,0,2.0
912633,46,5,2,5,3.0,3,0,1.0
913926,2,1,2,1,1.0,3,0,3.0
914356,20,3,2,3,2.0,3,0,3.0
915240,19,3,2,3,2.0,3,0,2.0
916498,57,8,1,2,1.0,3,0,4.0
916602,18,3,2,3,2.0,3,1,1.0
917204,92,11,1,5,3.0,3,0,3.0
917604,19,3,2,3,2.0,3,0,2.0
918721,2,1,2,1,2.0,3,0,2.0
919336,43,5,2,5,2.0,3,0,1.0
960419,93,11,1,5,2.0,3,0,1.0
961123,44,5,2,5,2.0,3,0,2.0
961623,35,4,2,4,3.0,3,0,2.0
962408,45,5,2,5,3.0,3,0,3.0
962468,12,3,2,3,2.0,2,0,4.0
962510,32,4,2,4,2.0,3,0,1.0
963515,19,3,2,3,2.0,3,0,2.0
964158,33,4,2,4,2.0,3,0,2.0
964472,80,10,1,4,2.0,3,0,2.0
965229,19,3,2,3,2.0,3,0,2.0
966293,66,9,1,3,2.0,3,0,2.0
969335,8,2,2,2,2.0,3,0,3.0
971555,43,5,2,5,2.0,3,0,1.0
972598,45,5,2,5,2.0,3,0,3.0
972634,56,8,1,2,2.0,3,0,2.0
975353,91,11,1,5,2.0,3,0,2.0
976308,5,2,2,2,1.0,3,1,4.0
976455,20,3,2,3,2.0,3,0,3.0
977398,81,10,1,4,2.0,3,0,4.0
978050,34,4,2,4,2.0,3,0,3.0
978661,65,9,1,3,1.0,3,0,3.0
978784,16,3,2,3,1.0,3,0,2.0
980260,66,9,1,3,2.0,3,0,2.0
980886,7,2,2,2,2.0,3,0,2.0
981125,49,6,2,6,1.0,3,0,1.0
981132,67,9,1,3,2.0,3,0,4.0
981534,42,5,2,5,1.0,3,0,3.0
981626,57,8,1,2,2.0,3,0,4.0
981999,17,3,2,3,1.0,3,0,3.0
982228,34,4,2,4,2.0,3,0,4.0
983813,7,2,2,2,1.0,3,0,2.0
984780,81,10,1,4,3.0,3,0,3.0
985360,18,3,2,3,2.0,3,0,1.0
985370,7,2,2,2,1.0,3,0,2.0
987254,78,10,1,4,1.0,3,0,3.0
987752,34,4,2,4,2.0,3,0,3.0
989886,76,10,1,4,3.0,2,0,3.0
990616,44,5,2,5,2.0,3,0,2.0
991152,7,2,2,2,2.0,3,0,1.0
991524,96,12,1,6,2.0,3,0,2.0
992675,55,8,1,2,1.0,1,0,2.0
992829,35,4,2,4,2.0,3,0,1.0
994442,7,2,2,2,1.0,3,0,2.0
994591,66,9,1,3,2.0,3,0,2.0
994697,21,3,2,3,2.0,3,0,2.0
994803,33,4,2,4,2.0,3,0,2.0
994905,42,5,2,5,1.0,3,0,3.0
996348,56,8,1,2,1.0,3,0,2.0
997150,66,9,1,3,2.0,3,0,2.0
998119,30,4,2,4,1.0,3,0,2.0
998569,81,10,1,4,2.0,3,0,3.0
1001806,22,3,2,3,2.0,3,0,3.0
1002045,80,10,1,4,2.0,3,0,2.0
1003236,73,10,1,4,2.0,2,0,2.0
1009006,81,10,1,4,2.0,3,0,3.0
1009625,78,10,1,4,1.0,3,0,3.0
1010756,45,5,2,5,2.0,3,0,3.0
1011276,7,2,2,2,2.0,3,0,2.0
1014152,31,4,2,4,1.0,3,0,3.0
1015811,19,3,2,3,2.0,3,0,2.0
1017475,7,2,2,2,2.0,3,0,2.0
1019053,17,3,2,3,1.0,3,0,4.0
1019240,66,9,1,3,2.0,3,0,2.0
1021117,69,9,1,3,3.0,3,0,4.0
1022836,20,3,2,3,2.0,3,0,3.0
1024842,80,10,1,4,2.0,3,0,2.0
1025252,33,4,2,4,2.0,3,0,2.0
1026892,22,3,2,3,3.0,3,0,3.0
1028047,19,3,2,3,2.0,3,0,2.0
1028142,65,9,1,3,1.0,3,0,4.0
1028532,33,4,2,4,2.0,3,0,2.0
1031296,80,10,1,4,2.0,3,0,2.0
1031655,77,10,1,4,1.0,3,0,2.0
1031951,30,4,2,4,1.0,3,0,2.0
1034086,44,5,2,5,2.0,3,0,2.0
1037696,18,3,2,3,2.0,3,0,1.0
1038567,8,2,2,2,2.0,3,0,3.0
1039406,7,2,2,2,2.0,3,0,2.0
1039519,69,9,1,3,3.0,3,0,3.0
1039544,34,4,2,4,2.0,3,0,4.0
1040377,19,3,2,3,2.0,3,0,2.0
1041381,60,9,1,3,2.0,2,0,2.0
1041507,64,9,1,3,1.0,3,0,2.0
1041967,34,4,2,4,2.0,3,0,4.0
1042735,65,9,1,3,1.0,3,0,4.0
1043629,67,9,1,3,2.0,3,0,4.0
1043787,81,10,1,4,2.0,3,0,4.0
1048892,7,2,2,2,1.0,3,0,1.0
1051569,31,4,2,4,1.0,3,0,4.0
1052467,21,3,2,3,3.0,3,0,2.0
1052800,44,5,2,5,2.0,3,0,2.0
1054178,81,10,1,4,3.0,3,0,4.0
1054689,20,3,2,3,2.0,3,0,4.0
1054709,82,10,1,4,3.0,3,0,1.0
1056128,33,4,2,4,2.0,3,0,2.0
1058674,30,4,2,4,1.0,3,0,2.0
1059107,2,1,2,1,1.0,3,0,4.0
1061338,19,3,2,3,2.0,3,0,2.0
1062407,34,4,2,4,2.0,3,0,3.0
1063523,42,5,2,5,1.0,3,0,3.0
1064685,88,11,1,5,1.0,3,0,1.0
1065065,91,11,1,5,2.0,3,0,2.0
1065244,44,5,2,5,2.0,3,0,2.0
1067411,66,9,1,3,2.0,3,0,2.0
1067959,50,7,1,1,1.0,2,0,3.0
1068974,64,9,1,3,1.0,3,0,2.0
1069983,46,5,2,5,3.0,3,0,2.0
1072930,45,5,2,5,2.0,3,0,3.0
1075617,77,10,1,4,1.0,3,0,2.0
1076986,34,4,2,4,2.0,3,0,4.0
1077512,81,10,1,4,2.0,3,0,4.0
1078050,8,2,2,2,1.0,3,0,3.0
1078846,93,11,1,5,2.0,3,0,2.0
1079033,55,8,1,2,2.0,1,0,3.0
1080345,12,3,2,3,2.0,2,0,3.0
1080880,34,4,2,4,2.0,3,0,4.0
1084892,46,5,2,5,3.0,3,0,1.0
1085082,7,2,2,2,1.0,3,0,2.0
1086117,7,2,2,2,2.0,3,0,2.0
1087048,92,11,1,5,2.0,3,0,3.0
1087074,81,10,1,4,2.0,3,0,4.0
1088046,7,2,2,2,2.0,3,0,1.0
1089219,7,2,2,2,2.0,3,0,2.0
1089529,67,9,1,3,2.0,3,0,4.0
1090155,20,3,2,3,2.0,3,0,4.0
1091795,64,9,1,3,1.0,3,0,2.0
1091853,34,4,2,4,2.0,3,0,3.0
1092024,33,4,2,4,2.0,3,0,2.0
1093924,34,4,2,4,2.0,3,0,3.0
1094490,44,5,2,5,2.0,3,0,2.0
1096116,79,10,1,4,2.0,3,0,1.0
1099659,82,10,1,4,3.0,3,0,2.0
1099780,56,8,1,2,1.0,3,0,2.0
1100458,33,4,2,4,2.0,3,0,2.0
1101946,8,2,2,2,1.0,3,0,4.0
1104135,33,4,2,4,2.0,3,0,2.0
1104304,53,8,1,2,1.0,2,1,2.0
1104387,44,5,2,5,2.0,3,0,2.0
1106934,19,3,2,3,2.0,3,0,2.0
1109243,30,4,2,4,1.0,3,0,2.0
1113346,45,5,2,5,2.0,3,0,4.0
1114544,17,3,2,3,1.0,3,0,3.0
1115080,77,10,1,4,1.0,3,0,2.0
1115746,20,3,2,3,2.0,3,0,4.0
1116318,89,11,1,5,1.0,3,0,4.0
1116395,38,5,2,5,1.0,2,0,3.0
1118603,51,7,1,1,2.0,3,0,2.0
1119706,44,5,2,5,2.0,3,0,2.0
1121055,33,4,2,4,2.0,3,0,2.0
1122790,34,4,2,4,2.0,3,0,3.0
1123822,45,5,2,5,2.0,3,0,3.0
1125032,80,10,1,4,1.0,3,0,2.0
1125984,77,10,1,4,1.0,3,0,2.0
1126358,18,3,2,3,2.0,3,0,1.0
1126906,92,11,1,5,2.0,3,0,4.0
1128031,33,4,2,4,2.0,3,0,2.0
1129829,8,2,2,2,1.0,3,0,4.0
1130904,85,11,1,5,2.0,2,0,4.0
1131141,5,2,2,2,1.0,3,1,2.0
1133305,66,9,1,3,2.0,3,0,2.0
1136319,20,3,2,3,2.0,3,0,3.0
1137996,19,3,2,3,2.0,3,0,2.0
1139387,44,5,2,5,2.0,3,0,2.0
1141128,33,4,2,4,2.0,3,0,2.0
348,78,10,1,4,1.0,3,0,3.0
422,6,2,2,2,1.0,2,0,3.0
1195,66,9,1,3,2.0,3,0,2.0
1845,16,3,2,3,1.0,3,1,2.0
4700,42,5,2,5,1.0,3,0,4.0
4828,64,9,1,3,1.0,3,0,2.0
5262,7,2,2,2,1.0,3,0,2.0
6778,67,9,1,3,2.0,3,0,3.0
7078,77,10,1,4,1.0,3,0,2.0
8584,20,3,2,3,2.0,3,0,4.0
8728,20,3,2,3,2.0,3,0,4.0
10643,96,12,1,6,2.0,3,0,3.0
12453,42,5,2,5,1.0,3,0,3.0
13403,8,2,2,2,1.0,3,0,3.0
14781,33,4,2,4,2.0,3,0,2.0
15529,7,2,2,2,1.0,3,0,2.0
16382,8,2,2,2,2.0,3,0,3.0
16872,19,3,2,3,2.0,3,0,2.0
18348,20,3,2,3,2.0,3,0,3.0
18723,7,2,2,2,2.0,3,0,2.0
23164,33,4,2,4,2.0,3,0,2.0
23638,92,11,1,5,3.0,3,0,4.0
23670,33,4,2,4,2.0,3,0,2.0
25600,93,11,1,5,2.0,3,0,1.0
26379,21,3,2,3,3.0,3,0,2.0
26796,8,2,2,2,2.0,3,0,3.0
26988,7,2,2,2,2.0,3,0,2.0
27491,7,2,2,2,2.0,3,0,2.0
27880,33,4,2,4,2.0,3,0,2.0
27883,19,3,2,3,2.0,3,0,2.0
29625,33,4,2,4,2.0,3,0,2.0
29892,51,7,1,1,2.0,3,0,2.0
30875,66,9,1,3,2.0,3,0,1.0
31309,66,9,1,3,2.0,3,0,2.0
31746,20,3,2,3,2.0,3,0,4.0
37763,19,3,2,3,2.0,3,0,2.0
38892,65,9,1,3,1.0,3,0,3.0
39640,45,5,2,5,2.0,3,0,3.0
39665,91,11,1,5,2.0,3,0,2.0
40730,2,1,2,1,1.0,3,0,2.0
41438,7,2,2,2,2.0,3,0,2.0
43808,78,10,1,4,1.0,3,0,3.0
44516,34,4,2,4,2.0,3,0,4.0
45354,17,3,2,3,1.0,3,0,4.0
45455,19,3,2,3,2.0,3,0,2.0
45503,33,4,2,4,1.0,3,0,2.0
46258,5,2,2,2,2.0,3,1,2.0
48213,33,4,2,4,2.0,3,0,2.0
49939,7,2,2,2,2.0,3,0,2.0
50129,44,5,2,5,2.0,3,0,2.0
50462,7,2,2,2,1.0,3,0,2.0
52408,46,5,2,5,3.0,3,0,2.0
53548,77,10,1,4,1.0,3,0,2.0
54234,31,4,2,4,1.0,3,0,3.0
55392,33,4,2,4,2.0,3,0,2.0
55946,64,9,1,3,1.0,3,0,1.0
56984,67,9,1,3,2.0,3,0,3.0
57209,2,1,2,1,1.0,3,0,3.0
57302,61,9,1,3,1.0,2,0,4.0
58365,2,1,2,1,1.0,3,0,3.0
59318,2,1,2,1,1.0,3,0,2.0
60158,66,9,1,3,2.0,3,0,2.0
61653,7,2,2,2,2.0,3,0,2.0
62322,19,3,2,3,2.0,3,0,2.0
62497,20,3,2,3,2.0,3,0,4.0
63096,11,3,2,3,1.0,2,0,2.0
64479,45,5,2,5,2.0,3,0,4.0
65789,20,3,2,3,2.0,3,0,3.0
66347,16,3,2,3,1.0,3,0,2.0
66537,33,4,2,4,2.0,3,0,2.0
68234,34,4,2,4,2.0,3,0,3.0
70924,7,2,2,2,2.0,3,0,2.0
73859,49,6,2,6,2.0,3,0,2.0
74679,20,3,2,3,2.0,3,0,3.0
74816,5,2,2,2,1.0,3,1,4.0
76052,20,3,2,3,2.0,3,0,4.0
76969,20,3,2,3,2.0,3,0,3.0
77298,30,4,2,4,1.0,3,0,2.0
79219,7,2,2,2,1.0,3,0,2.0
80688,8,2,2,2,1.0,3,0,3.0
81051,7,2,2,2,1.0,3,0,2.0
81273,51,7,1,1,2.0,3,0,1.0
82913,43,5,2,5,2.0,3,0,1.0
83640,33,4,2,4,2.0,3,0,2.0
83895,21,3,2,3,3.0,3,0,1.0
84563,2,1,2,1,1.0,3,0,1.0
87393,91,11,1,5,2.0,3,0,2.0
90163,33,4,2,4,2.0,3,0,2.0
93424,56,8,1,2,2.0,3,0,2.0
93748,54,8,1,2,2.0,3,1,3.0
94581,7,2,2,2,2.0,3,0,2.0
95010,8,2,2,2,2.0,3,0,3.0
96667,34,4,2,4,2.0,3,0,4.0
99075,81,10,1,4,2.0,3,0,3.0
102153,20,3,2,3,1.0,3,0,3.0
102453,44,5,2,5,2.0,3,0,2.0
103136,34,4,2,4,2.0,3,0,4.0
103231,33,4,2,4,2.0,3,0,2.0
103661,17,3,2,3,1.0,3,0,4.0
104263,92,11,1,5,2.0,3,0,4.0
105293,19,3,2,3,2.0,3,0,2.0
105811,7,2,2,2,2.0,3,0,2.0
105843,30,4,2,4,1.0,3,0,2.0
106272,33,4,2,4,2.0,3,0,2.0
108687,20,3,2,3,2.0,3,0,3.0
109575,7,2,2,2,1.0,3,0,1.0
110521,42,5,2,5,1.0,3,0,4.0
111660,88,11,1,5,1.0,3,0,1.0
112547,41,5,2,5,1.0,3,0,2.0
112801,45,5,2,5,2.0,3,0,3.0
112819,44,5,2,5,2.0,3,0,2.0
114524,54,8,1,2,2.0,3,1,2.0
115546,93,11,1,5,3.0,3,0,2.0
116326,81,10,1,4,2.0,3,0,3.0
116956,8,2,2,2,1.0,3,0,4.0
119347,20,3,2,3,2.0,3,1,3.0
119720,67,9,1,3,2.0,3,0,3.0
119946,22,3,2,3,3.0,3,0,3.0
119948,34,4,2,4,2.0,3,0,4.0
120362,77,10,1,4,1.0,3,0,2.0
120984,45,5,2,5,2.0,3,0,4.0
121996,46,5,2,5,3.0,3,0,2.0
122328,7,2,2,2,2.0,3,0,2.0
123244,93,11,1,5,3.0,3,0,2.0
124480,32,4,2,4,2.0,3,0,1.0
128917,67,9,1,3,2.0,3,0,3.0
129682,6,2,2,2,1.0,2,0,2.0
130750,4,2,2,2,1.0,2,1,2.0
131461,16,3,2,3,1.0,3,0,2.0
131574,19,3,2,3,2.0,3,0,2.0
132207,7,2,2,2,1.0,3,0,2.0
132706,5,2,2,2,1.0,3,1,2.0
137241,45,5,2,5,2.0,3,0,3.0
137467,7,2,2,2,2.0,3,0,2.0
138058,8,2,2,2,1.0,3,0,3.0
138275,7,2,2,2,2.0,3,0,2.0
139977,7,2,2,2,1.0,3,0,2.0
140554,19,3,2,3,2.0,3,0,2.0
141362,15,3,2,3,1.0,3,0,1.0
144317,17,3,2,3,1.0,3,0,4.0
145360,54,8,1,2,2.0,3,1,3.0
146121,20,3,2,3,2.0,3,0,3.0
146932,19,3,2,3,2.0,3,0,2.0
147360,20,3,2,3,2.0,3,0,4.0
149835,45,5,2,5,2.0,3,0,4.0
151281,68,9,1,3,3.0,3,0,2.0
151631,80,10,1,4,2.0,3,0,2.0
151913,66,9,1,3,2.0,3,0,2.0
151919,7,2,2,2,2.0,3,0,2.0
153241,67,9,1,3,2.0,3,0,4.0
155164,61,9,1,3,2.0,2,0,4.0
158648,80,10,1,4,2.0,3,0,2.0
161596,5,2,2,2,1.0,3,1,4.0
162240,21,3,2,3,3.0,3,0,2.0
164420,56,8,1,2,2.0,3,0,2.0
164919,51,7,1,1,2.0,3,0,2.0
165439,8,2,2,2,2.0,3,0,3.0
165675,93,11,1,5,3.0,3,0,2.0
166015,45,5,2,5,2.0,3,0,4.0
166274,44,5,2,5,2.0,3,0,2.0
166609,49,6,2,6,2.0,3,0,2.0
166731,17,3,2,3,1.0,3,0,4.0
168060,57,8,1,2,1.0,3,0,3.0
168328,5,2,2,2,2.0,3,1,3.0
168790,7,2,2,2,1.0,3,0,2.0
170504,33,4,2,4,2.0,3,0,2.0
175365,19,3,2,3,2.0,3,0,2.0
175763,51,7,1,1,2.0,3,0,3.0
176383,46,5,2,5,3.0,3,0,2.0
176722,7,2,2,2,2.0,3,0,2.0
177598,32,4,2,4,2.0,3,0,1.0
177739,2,1,2,1,1.0,3,0,2.0
177914,56,8,1,2,1.0,3,0,2.0
178426,19,3,2,3,2.0,3,0,2.0
180269,33,4,2,4,2.0,3,0,2.0
181261,19,3,2,3,2.0,3,0,2.0
182697,19,3,2,3,2.0,3,0,2.0
182995,31,4,2,4,1.0,3,0,4.0
184714,19,3,2,3,2.0,3,0,2.0
185387,18,3,2,3,2.0,3,1,1.0
187783,45,5,2,5,2.0,3,0,3.0
188383,56,8,1,2,2.0,3,0,2.0
188774,39,5,2,5,3.0,2,0,1.0
189363,2,1,2,1,1.0,3,0,4.0
190266,7,2,2,2,1.0,3,0,2.0
193958,73,10,1,4,1.0,2,0,2.0
195269,8,2,2,2,2.0,3,0,4.0
195793,81,10,1,4,3.0,3,0,4.0
197596,45,5,2,5,2.0,3,0,4.0
198475,17,3,2,3,1.0,3,0,4.0
200559,57,8,1,2,1.0,3,0,4.0
201920,17,3,2,3,1.0,3,0,3.0
202203,8,2,2,2,2.0,3,0,4.0
202326,5,2,2,2,1.0,3,1,3.0
202421,20,3,2,3,2.0,3,0,3.0
206287,8,2,2,2,1.0,3,0,4.0
206441,7,2,2,2,2.0,3,0,2.0
206618,20,3,2,3,2.0,3,0,3.0
209668,8,2,2,2,2.0,3,0,3.0
210831,16,3,2,3,1.0,3,0,2.0
211131,20,3,2,3,2.0,3,0,3.0
211335,68,9,1,3,3.0,3,0,2.0
211361,42,5,2,5,1.0,3,0,3.0
212816,33,4,2,4,2.0,3,0,2.0
213591,91,11,1,5,2.0,3,0,2.0
213887,66,9,1,3,2.0,3,0,2.0
214095,89,11,1,5,1.0,3,0,4.0
214507,19,3,2,3,2.0,3,0,2.0
215103,92,11,1,5,2.0,3,0,4.0
216464,2,1,2,1,1.0,3,0,2.0
216913,7,2,2,2,1.0,3,0,2.0
217784,34,4,2,4,2.0,3,0,4.0
219115,45,5,2,5,2.0,3,0,3.0
219768,35,4,2,4,3.0,3,0,1.0
221435,74,10,1,4,1.0,2,0,3.0
221612,38,5,2,5,2.0,2,0,4.0
222911,77,10,1,4,1.0,3,0,2.0
223525,20,3,2,3,2.0,3,0,3.0
224359,44,5,2,5,2.0,3,0,2.0
225610,67,9,1,3,2.0,3,0,3.0
227218,34,4,2,4,2.0,3,0,3.0
227680,26,4,2,4,2.0,2,0,2.0
228245,91,11,1,5,2.0,3,0,2.0
228428,54,8,1,2,2.0,3,1,3.0
228764,56,8,1,2,2.0,3,0,2.0
230815,8,2,2,2,2.0,3,0,4.0
231586,21,3,2,3,3.0,3,0,2.0
232263,33,4,2,4,2.0,3,0,2.0
232416,89,11,1,5,1.0,3,0,4.0
235005,46,5,2,5,3.0,3,0,1.0
235486,31,4,2,4,1.0,3,0,4.0
236394,19,3,2,3,2.0,3,0,2.0
237938,34,4,2,4,2.0,3,0,4.0
238334,34,4,2,4,2.0,3,0,4.0
238384,51,7,1,1,1.0,3,0,2.0
239348,5,2,2,2,2.0,3,1,2.0
239777,56,8,1,2,2.0,3,0,1.0
240139,33,4,2,4,2.0,3,0,2.0
240304,23,4,2,4,2.0,1,0,2.0
241185,44,5,2,5,2.0,3,0,2.0
242425,44,5,2,5,2.0,3,0,2.0
242861,19,3,2,3,2.0,3,0,2.0
244896,96,12,1,6,3.0,3,0,3.0
246516,80,10,1,4,2.0,3,0,2.0
246531,7,2,2,2,1.0,3,0,1.0
247390,19,3,2,3,2.0,3,0,2.0
249802,43,5,2,5,2.0,3,0,1.0
252131,19,3,2,3,2.0,3,0,2.0
252458,41,5,2,5,1.0,3,0,2.0
252912,95,12,1,6,2.0,2,0,2.0
253329,34,4,2,4,2.0,3,0,3.0
253401,20,3,2,3,2.0,3,0,4.0
254285,20,3,2,3,2.0,3,0,4.0
255026,19,3,2,3,2.0,3,0,2.0
256394,33,4,2,4,2.0,3,0,2.0
258139,19,3,2,3,2.0,3,0,2.0
259317,80,10,1,4,2.0,3,0,2.0
260802,45,5,2,5,2.0,3,0,3.0
261907,45,5,2,5,2.0,3,0,3.0
264149,34,4,2,4,2.0,3,0,4.0
267529,33,4,2,4,2.0,3,0,2.0
267604,22,3,2,3,3.0,3,0,4.0
268680,88,11,1,5,1.0,3,0,2.0
268848,19,3,2,3,2.0,3,0,2.0
269276,17,3,2,3,1.0,3,0,4.0
270271,17,3,2,3,1.0,3,0,4.0
270739,44,5,2,5,2.0,3,0,2.0
271300,56,8,1,2,2.0,3,0,2.0
274556,64,9,1,3,1.0,3,0,1.0
274966,53,8,1,2,1.0,2,1,2.0
274978,82,10,1,4,2.0,3,0,2.0
275800,44,5,2,5,2.0,3,0,2.0
275818,19,3,2,3,2.0,3,0,2.0
277883,46,5,2,5,2.0,3,0,2.0
277954,21,3,2,3,3.0,3,0,2.0
277986,44,5,2,5,2.0,3,0,2.0
278399,41,5,2,5,1.0,3,0,1.0
287826,2,1,2,1,1.0,3,0,3.0
287936,2,1,2,1,2.0,3,1,2.0
288909,20,3,2,3,2.0,3,0,3.0
289283,89,11,1,5,1.0,3,0,3.0
289446,64,9,1,3,1.0,3,0,2.0
289460,5,2,2,2,2.0,3,1,2.0
292078,34,4,2,4,2.0,3,0,4.0
292118,33,4,2,4,2.0,3,0,2.0
292192,2,1,2,1,2.0,3,0,2.0
292540,8,2,2,2,1.0,3,0,4.0
294275,34,4,2,4,2.0,3,0,4.0
294530,2,1,2,1,1.0,3,0,3.0
297946,7,2,2,2,1.0,3,0,2.0
300036,20,3,2,3,2.0,3,0,3.0
302255,81,10,1,4,2.0,3,0,4.0
302475,17,3,2,3,1.0,3,0,3.0
302867,20,3,2,3,2.0,3,0,3.0
305170,8,2,2,2,2.0,3,0,3.0
309035,20,3,2,3,2.0,3,0,3.0
309232,44,5,2,5,2.0,3,0,2.0
309533,19,3,2,3,2.0,3,0,2.0
309710,11,3,2,3,1.0,2,0,2.0
310477,41,5,2,5,1.0,3,0,2.0
312879,6,2,2,2,1.0,2,0,3.0
313022,51,7,1,1,2.0,3,0,3.0
314768,64,9,1,3,1.0,3,0,2.0
318171,6,2,2,2,1.0,2,0,1.0
318202,45,5,2,5,2.0,3,0,3.0
319335,19,3,2,3,2.0,3,0,2.0
319540,8,2,2,2,1.0,3,0,4.0
320287,17,3,2,3,1.0,3,0,3.0
321777,77,10,1,4,1.0,3,0,1.0
321932,54,8,1,2,1.0,3,1,2.0
322286,81,10,1,4,2.0,3,0,3.0
322374,19,3,2,3,2.0,3,0,2.0
322565,7,2,2,2,2.0,3,0,2.0
323177,33,4,2,4,2.0,3,0,2.0
323605,17,3,2,3,1.0,3,0,4.0
324652,56,8,1,2,2.0,3,0,2.0
324993,44,5,2,5,2.0,3,0,2.0
325230,17,3,2,3,1.0,3,0,4.0
326241,80,10,1,4,2.0,3,0,2.0
327889,8,2,2,2,2.0,3,0,3.0
328010,42,5,2,5,1.0,3,0,3.0
328833,7,2,2,2,1.0,3,0,2.0
330149,92,11,1,5,2.0,3,0,4.0
331949,2,1,2,1,1.0,3,0,4.0
332141,44,5,2,5,2.0,3,0,2.0
332973,16,3,2,3,1.0,3,0,2.0
335087,77,10,1,4,1.0,3,0,2.0
335188,64,9,1,3,1.0,3,0,2.0
335244,17,3,2,3,1.0,3,0,4.0
335527,7,2,2,2,1.0,3,0,2.0
335818,57,8,1,2,2.0,3,0,4.0
336143,67,9,1,3,2.0,3,0,4.0
338475,7,2,2,2,1.0,3,0,2.0
339076,5,2,2,2,2.0,3,1,3.0
339310,96,12,1,6,2.0,3,0,3.0
340451,56,8,1,2,2.0,3,0,1.0
340475,41,5,2,5,1.0,3,0,2.0
340759,20,3,2,3,2.0,3,0,3.0
341458,7,2,2,2,1.0,3,0,1.0
342714,51,7,1,1,2.0,3,0,3.0
343548,7,2,2,2,2.0,3,0,2.0
344867,5,2,2,2,2.0,3,1,3.0
347065,34,4,2,4,2.0,3,0,3.0
348744,34,4,2,4,2.0,3,0,4.0
349238,16,3,2,3,1.0,3,0,2.0
350175,56,8,1,2,2.0,3,0,2.0
350314,20,3,2,3,2.0,3,0,4.0
350621,19,3,2,3,2.0,3,0,2.0
353008,19,3,2,3,2.0,3,0,2.0
354372,18,3,2,3,2.0,3,0,1.0
